,created_at,full_text,antisemitismo,retweet_count,favorite_count,user.screen_name,user.followers_count,user.favourites_count,WD,X,MO,NB,RELI,RIQ,NAC,NAZI,label
1919,Wed Jun 29 12:02:18 +0000 2022,@joelocke03 Mejores cosas vendrán,-2,0,0,israel_or1,0,54,,,,,,,,,0
1920,Fri May 27 17:58:38 +0000 2022,Escuchando en el Metro a Molchat Doma mientras me imagino un holocausto nuclear.,-2,0,0,kinki80s,100,390,,,,,,,,,0
1921,Thu May 25 18:40:24 +0000 2023,"@scherermar Excelente decisión manda a un libanés de embajador a Israel, @lopezobrador_ tiene estiércol en la cabeza ¿y @m_ebrard ya enmudeció? @SRE_mx",-2,5,17,rudriska,1019,39265,,,,,,,,,0
1922,Wed May 24 11:44:27 +0000 2023,@exJWlibre Porque debería ser amiga de Dios si es 100.000 veces peor que Hitler jaja,-1,0,1,Shalompimo,153,13142,,,,,,,,,0
1923,Tue May 16 15:56:24 +0000 2023,"Vice Media se declara en bancarrota y será adquirida por varios inversores, entre ellos Soros. https://t.co/al1W9aYf8h",-2,3,0,VoxPopuliMx,3616,64164,,,,,,,,,0
1924,Mon Jun 06 19:08:03 +0000 2022,@antoasb Investigado por quien? Por el de los sobresueldos q pasa publicando pendejas en los medios de soros jajaja,1,0,0,JairoPi09190509,125,15512,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1925,Wed Jun 29 21:24:38 +0000 2022,"Quien hubiera dicho que López ladrador, se convertiría también en un caso práctico de la ley de Godwin. Ignorante y básico como él sólo no mide la consecuencias y se metió en un berenjenal al atacar a @carlosalazraki. Mi solidaridad con la comunidad judía en México. ¡Carajo!",-2,0,2,ramasknight,792,4545,,,,,,,,,0
1926,Thu May 25 00:02:01 +0000 2023,"@Gil_Artzyeli Es difícil ser antisemita cuando se busca apoyar a Palestina. Ustedes solo son unos genocidas miserables y abusivos que hacen replantearse lo mal que les hizo el holocausto. 
Al final termina asociando comunismo con nazismo y antisemitismo y eso curiosamente lo hace ver ignorante",2,0,2,kyogenmclane,73,5641,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,2.0,1
1927,Mon May 30 13:51:51 +0000 2022,"@RicardoGalanO @petrogustavo @ingrodolfohdez Ayyy Sr. Ricardo... Que gran diferencia, profunda. No habrá más? Donde queda admirar a Hitler o querer la paz y la vida?",-2,0,0,catarquinob,223,419,,,,,,,,,0
1928,Sat Apr 29 18:56:59 +0000 2023,"Imagínense todas estas situaciones si no existiera Israel, solo un día de existencia llevo a 5 países árabes a declararle la guerra, siempre va a existir gente en contra de Israel porque así camuflan su antisemitismo, el problema es y siempre fue contra los judios.",-2,3,9,francokaspin,965,9517,,,,,,,,,0
1929,Wed May 03 12:34:53 +0000 2023,@productortano Buen día tano  #caballerosidad.....que hemos hecho para merecer esto ??? Si este piensa que por ser judío lo van a votar esta muy loco. Yo no lo votaría nunca.,1,0,0,ClauNat11,2953,115438,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1930,Tue May 31 18:02:30 +0000 2022,"@DDisruptivas no, no fue así, de hecho vi toda la entrevista y los entrevistadores fueron los que le dijeron que le iba mejor citando a Einstein peor fue clarísimo que quería citar a hitler, y sólo dijo que se equivocó en campaña",-2,1,3,maaaaaaaar88888,36,178,,,,,,,,,0
1931,Thu Jun 02 19:02:55 +0000 2022,"@avieu De Hitler, Castro, Mussolini, y otros dictadores es donde toma sus doctrinas",-2,0,2,Larri44718426,6,766,,,,,,,,,0
1932,Thu Jun 01 18:42:43 +0000 2023,@Fa__Israel @GabrielBoric Me siento tan orgullosa de todos los logros!!,-2,1,2,Danidel38,581,3497,,,,,,,,,0
1933,Sun Jun 12 11:44:00 +0000 2022,@LevyRincon @yohirakerman ¿Ese judïo/nazi es tu hermano? Entonces sí sus Hijueputa completo.,1,0,0,Licenvuro,429,7939,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,1
1934,Fri Jun 03 19:02:55 +0000 2022,"Gerardo Morales y Mauricio Macri,
detrás del millonario proyecto de
la mayor plantación de marihuana del mundo,
en sociedad con George Soros (EEUU)!!!
https://t.co/3n3tYkTo53 https://t.co/vEdx9yZHM3",1,1,0,CimadoroFelipe,519,1752,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1935,Thu Jun 23 12:53:49 +0000 2022,@valdemort_76 @ELTIEMPO Sleepy joe es una marioneta de los Clinton Obama Soros y compañía,0,0,0,jorgeorlando67,25,294,,,,,,,,,0
1936,Thu Jun 23 14:53:06 +0000 2022,"Era un nazi de porquería, y no lo mataron por eso por ser gay, fue porque el y la SA buscaban asumir el trabajo del ejército alemán, siendo una amenaza para la estabilidad de la dictadura de Hitler. Esa noche igual murieron muchos otros opositores políticos de los nazis. https://t.co/1vDqirFdkE",-2,0,1,SRAG015,6,380,,,,,,,,,0
1937,Fri Jun 17 03:09:11 +0000 2022,"@elpikytu Pasa que no hay algo parecido al IRJA para el comunismo, siendo que el IRJA es el tratado (del que Argentina es firmante) que da el marco legal para la demanda por banalización del holocausto.

Ambas banalizaciones están mal, y también son lingüísticamente contraproducentes.",-2,0,0,Nameless_Wulf,415,69152,,,,,,,,,0
1938,Thu Jun 02 08:00:53 +0000 2022,"@Derhu16 La verdad es que Hitler tenía razón en hacer un genocidio, siento que debo seguir sus pasos",2,0,2,bolas_de_mono,623,46920,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,1
1939,Mon May 01 16:20:00 +0000 2023,@Antonioffmm @Pangonique Hitler claro por eso no  apoyó  a Franco en la guerra civil Hitler no estuvo nunca en  hendaya.  La división cóndor nunca llegó  a existir. El  Tungsteno para los  tanques alemanes mandado a Alemania nunca salió de España... En los campos alemanes nunca hubo un prisionero de 🇪🇸,-1,0,0,MARCEigme,23,477,,,,,,,,,0
1940,Sun Apr 30 04:24:06 +0000 2023,Las torturas del judío Zelensky https://t.co/Xpl5BdbWcX,2,0,1,tabelo47,1558,12809,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1941,Sat May 20 21:09:19 +0000 2023,"@Israel_BuenaFe @ManoloRGomez La luz es música en la garganta de la alondra, fabulosos versos de Villena. 
Adelante con el arte de bandera. 
#ConBuenaFéYo 
#Cuba https://t.co/VtOOpvJcEb",-2,44,45,MariaDiazPerer1,9903,147662,,,,,,,,,0
1942,Fri Apr 21 19:16:15 +0000 2023,@nosefiahoy @raticald igual tenemos historia judia nosotras :/,-1,0,0,fukkdamsels,48,8619,,,,,,,,,0
1943,Wed Jun 01 07:28:39 +0000 2022,"Pensaba que Putin había invadido Ucrania. Estaba equivocado. Putin ha invadido Europa.
Y no debería haberlo hecho. Es el mayor acto de locura en una guerra europea desde que Hitler invadió Rusia en 1941. Supuso que Europa lo asumiría @tomfriedman https://t.co/EVdUqjJONf",-2,0,0,OjedaCosme,477,835,,,,,,,,,0
1944,Wed May 03 14:52:03 +0000 2023,"@MiamiWolf305 @RusiaInforma Si claro, lo que digas pseudo judío/sionista que apoya a los nazis.",2,0,0,Elfishori19,288,44099,-2.0,2.0,1.0,2.0,-2.0,-2.0,-2.0,-2.0,1
1945,Tue May 31 01:33:54 +0000 2022,@RobertoOvelarM Por eso es R H = Rodolf Hitler,-2,1,1,lairadejack_,493,10167,,,,,,,,,0
1946,Fri May 19 01:41:56 +0000 2023,@RCachanosky @AlfredoC43 Esta escena es de la película Ha vuelto. Una sátira crítica del nazismo. Imagina que Hitler vuelve en el año 2014. Como se vale de las terribles falencias de las democracias. Ahora pregunto ¿alguien está en desacuerdo con lo que dice? https://t.co/UEzVYfmEmS,-2,10,18,norberto1953,1292,43154,,,,,,,,,0
1947,Wed May 03 03:42:29 +0000 2023,"📌 Hitler y su final enigmático: Desentrañando la maraña de conspiraciones, verdades y fantasías https://t.co/ibNH0Zi0jv",-2,0,0,NeoInformes,54991,4532,,,,,,,,,0
1948,Wed Jun 08 20:32:42 +0000 2022,"@borisbarrera @_Cota @_porlachucha Me sentí igual cuándo nuestra profe de historia egipcia nos dijo que la historia del pueblo judío siendo esclavizado en Egipto y todo eso de los viejos relatos judíos es mentira y que NUNCA hubo esclavitud en el Antiguo Egipto, sólo en un pequeño momento muy posterior.",0,0,0,Navarrete2Lukas,2186,50203,,,,,,,,,0
1949,Fri May 19 10:47:31 +0000 2023,"https://t.co/njZ8FEizEA
https://t.co/k3H6IamJtp
Veo la raiz de los males en Clbia. Mire bien como es gobierna PETROfARC. Aquienes rinde pleitesía de operaciones para destruir el pais, llevarlo a una dictadura y asi Soros comprara los recursos naturales junto con su socio. https://t.co/oh6YdFV52Y",1,0,0,bertino7232,468,11098,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1950,Fri May 19 01:59:40 +0000 2023,🍬 Las fotos más ridículas y vergonzosas de Adolf Hitler https://t.co/TgZFBjFABO,-2,0,0,GiraInformativa,49982,384,,,,,,,,,0
1951,Sun May 21 04:38:29 +0000 2023,"Lol, este trino de @FranciaMarquezM es incriminatorio. El megalómano y genocida de George Soros con su Fundación Open Society financió el viaje de la Vicepresidenta de Colombia al Africa, que tal?

Está metida en algo muy turbio si está Soros de por medio. 👀 https://t.co/VKJa6xbCAU",2,1,0,HInsurgente,542,53908,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1952,Wed Apr 26 16:44:36 +0000 2023,"@PabloIglesias 😍Gracias por tanto Pablo, nunca me has defraudado.

Ojalá el mundo cuidase a los palestinos como cuidan a los ucranianos. 

Palestina y su gente maravillosa, les tengo mucha admiración.

Viva Palestina Libre.🇵🇸 https://t.co/5B6O6AXfnn",0,19,44,cleosagas1,11897,415180,,,,,,,,,0
1953,Mon May 22 10:13:30 +0000 2023,"Sufrieron los judíos por parte de la Alemania nazi y varios países árabes aliados con Hitler, se crea en la ONU un plan para dividir el mandato británico de Palestina en 3. Una parte para los árabes bajo un reino (lo que hoy es Jordania), y luego un estado árabe y judío más +",-1,0,0,agtmewlfy,76,25356,,,,,,,,,0
1954,Thu May 25 21:01:31 +0000 2023,@Kalakraft_ Hitler tambien era artista,-1,0,0,LucasMontever16,2,10,,,,,,,,,0
1955,Wed May 31 13:30:25 +0000 2023,@useless_git @el_pais Vaimanes del mismo pozo mijoooooo aunque te duela mucho. Biden no solo es un socialista al servicio de la agenda Soros es ademas el peor gobernante de la Union en 200 años.,2,0,0,lecheriahoy,3661,7305,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1956,Thu May 11 13:06:58 +0000 2023,"11 Mayo 1960 ➡️ 14 años despuès de escapar de un campo de prisioneros, el ex oficial Nazi ADOLFO EICHMANN es capturado por agentes de inteligencia de Israel cerca de BUENOS AIRES, Argentina, luego fue llevado a Israel, donde fue juzgado, condenado y ejecutado. 🇮🇱🇮🇱 🇮🇱 https://t.co/DJJ6WSP2Lu",-2,1,10,CarlosAlmanzarR,38486,143,,,,,,,,,0
1957,Mon May 22 14:49:30 +0000 2023,"Como en “Cuento de Navidad”,he retrocedido en el tiempo y me he presentado ante Adolf Hitler (como el fantasma ante Ebenezer Scrooge),para decirle desde mi figura ectoplasmatica:Don Adolfo,es usted un loco asesino imbecil y patético.
No os imagináis la cara que ha puesto",-2,0,0,jlarrion,19,96,,,,,,,,,0
1958,Sun May 28 13:56:48 +0000 2023,@_Pantera_Verde_ Solo recuerdo escribir de judio cavron para alante,2,0,1,DolorDeCabeza97,17,23110,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1959,Sat Apr 29 23:24:05 +0000 2023,"Eres un manipulador. Sabes perfectamente que ser antisionista no es ser antijudío. De hecho, en este momento protestan en Israel, una gran cantidad de judíos contr el sionismo. Utilizas los recursos fáciles de los extremistas ignorantes https://t.co/asyjBTX1I0",2,1,1,LFuenmayorToro,13480,6955,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1960,Wed Jun 29 05:25:25 +0000 2022,"@EcuavisaInforma @ecuavisa “Hitler pudo perder la guerra en el campo de batalla, pero terminó ganando algo”, dice M. Halter. “Porque el hombre del siglo XX creó el campo de concentración y resucitó la tortura, mostrando a sus semejantes que es posible cerrar los ojos a las desgracias de los demás hombres”",-2,0,0,hisraelta,2,24,,,,,,,,,0
1961,Wed May 03 20:55:40 +0000 2023,Al judío …,1,0,0,soyunamujer2,4128,105634,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1962,Thu Jun 01 19:03:35 +0000 2023,@israel_scl Pero si tiene alma de POETA el CAURO  POH‼️,-2,1,2,paulacabezas56,12770,19238,,,,,,,,,0
1963,Wed Jun 08 23:35:45 +0000 2022,"Eretz Israel o la Tierra Prometida, cubrirá el territorio desde el Eufrates en el noreste, hasta el Nilo en el suroeste. 
https://t.co/0PRdWWO8xl",2,1,0,PDeveladas,8045,122,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1964,Tue May 09 05:44:10 +0000 2023,"Satán Soros 👹🔥, eres uno Hijo de la Grandísima Puta muy Gooooordo 😡🤮🤮 https://t.co/NexG5SCfBp",2,1,1,javierlpeznet,3958,173487,2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,1
1965,Wed Jun 29 21:04:00 +0000 2022,@pedroferriz3 @carlosalazraki El Kks es tan ignorante q resulta mas parecido a Hitler de lo que piensa. Por lo menos Hitler se suicidó.,-2,0,0,PonceDomingu,33,1284,,,,,,,,,0
1966,Fri May 26 12:28:26 +0000 2023,"@guilloarango @BochaJimenez @velezfutbol señores buenos días
Para perder el primer puesto en el mundial primero que todo tiene que ganar Japón a Israel y Colombia perder con Senegal y algúno por 2 goles de diferencia",-2,0,0,tonymocary,540,181704,,,,,,,,,0
1967,Mon Jun 13 14:24:44 +0000 2022,"¿Quién recordará los horrores de Ucrania?
Por Linda Kinstler
Kinstler es la autora de ""Come to This Court and Cry: How the Holocaust Ends"".

Para muchos, Babyn Yar simboliza el horror que precedió en gran medida a las cámaras de gas, el Holocausto local en el que las víctimas",-2,0,1,Guiosvald,3676,149,,,,,,,,,0
1968,Thu May 18 12:13:33 +0000 2023,"🎯 Cada una de las relaciones de Hitler fue más problemática que la anterior, y todas terminaron en suicidio https://t.co/xRfMG9iViR",-2,0,0,InfoTextual,58989,4479,,,,,,,,,0
1969,Mon May 29 08:21:47 +0000 2023,"@jonacinage @PodemosByeBye @pablom_m claro, jajajaja, por eso Hitler ordenó a sus aliados atacar a USA, porque le financiaban, jajajajajajajaja.
Sabías que lo que hizo a Hitler perder la guerra fue la entrada de USA en la guerra verdad?? NO digas burradas chaval.",-2,0,0,Piskeante00,2211,30363,,,,,,,,,0
1970,Thu May 18 23:27:34 +0000 2023,"@Miriancita53 @skorpion666_ @jose19978 @scaranddef @ChialFelix Si, o te gusta el modelo distorsionado de los LGBT de el sr Soros?",0,0,1,EduardoPenaloz5,952,31754,,,,,,,,,0
1971,Thu May 18 08:39:56 +0000 2023,"@Platanos87 @garysauceda @Lidiavalenmani ¿todos los judíos piensan así? ¿todos los alemanes pensaban o piensan como Hitler?
Creo que el principal problema del antisemitismo es atribuirle homogeneidad racional a todo el pueblo judío, cosa que nunca se hace con otros pueblos (como el alemán mismo).",-2,0,0,JosepRicoma,1711,27426,,,,,,,,,0
1972,Thu May 25 20:42:07 +0000 2023,@Gil_Artzyeli @fxureta Israel no existe!,2,0,3,issarcoiris,974,23395,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1973,Tue May 31 12:52:48 +0000 2022,@_anapastor_ @Newtral Rodolfo Hitler no lo pone difícil...para la publicidad,-2,0,0,JipsyJuan,429,44215,,,,,,,,,0
1974,Thu May 18 12:22:18 +0000 2023,La respuesta del Secretario de Derechos Humanos de la Nación al comunicado de la DAIA https://t.co/MThDrPSFFP a través de @Cadena Judía,-2,0,0,Sergi2006,61,31068,,,,,,,,,0
1975,Thu May 25 19:12:22 +0000 2023,"@UltimaHoraNo Porque no meten preso a Bill Gates y todos los dueños de farmacéuticas  ya es suficiente deberían de quitarlos de todas las plataformas @elonmusk  quiten a Soros,  Bill Gates , Fundación Clinton y Tedros OMS y más.  Trump  tenía razón de quitarle la ayuda federal.",2,0,0,Nolis41068742,11,613,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1976,Wed Jun 01 21:24:35 +0000 2022,"@ingrodolfohdez No entiendo como alguien que esta investigado por corrupción y que admira al gran pensador aleman Adolf Hitler esta cerca de llegar a la casa de nariño, definitivamente la cultura de ""esto no es mio"" o ""yo solo voy por la mia"" nos tiene llevados del hpta.",-2,0,0,tellocabal,16,864,,,,,,,,,0
1977,Thu May 04 00:56:07 +0000 2023,@EmbRusiaMexico Que raro ......Putin ya parece Hitler,-2,0,0,Luis44932203,4,9,,,,,,,,,0
1978,Thu May 26 22:37:02 +0000 2022,"@deivid1455 @GuillermoVG11 Voy a hacer que no he visto lo que has dicho porque es un insulto a mi inteligencia xd. Me refería a que a pesar de lo que decía Hitler sobre que su partido era socialista etc, era pura mentira. Pues lo que decia Stalin sobre que su gobierno era socialista, igual.",-2,0,0,__Webardos__,162,4390,,,,,,,,,0
1979,Tue May 31 20:22:17 +0000 2022,"El nazismo brotó en su real dimensión resguardado en el closet de Europa Occ., Polonia, Inglaterra, Israel, EEUU. Porque ahora hay nazis buenos y nazis malos s/n convenga a cada quien. Nazis malos sirven a Israel en aniversarios  lloricones a su causa tergiversada del Holocausto.",2,1,2,Zagros87603199,84,845,-2.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,1
1980,Wed May 03 14:30:03 +0000 2023,@Zalman5K @petrogustavo @Israel @IsraelinCol Jajajajajajaj,0,0,0,WilliamMQuiroga,2238,19592,,,,,,,,,0
1981,Fri Apr 21 21:40:22 +0000 2023,"🔃 Las fotos que Hitler intentó destruir, o que probablemente debería haber destruido https://t.co/S1ZOQkgZTR",-2,0,0,InfoReportes,56542,285,,,,,,,,,0
1982,Wed May 31 10:30:00 +0000 2023,"🎶🇨🇺 #ConBuenaFeYo

📌 ¿Qué le respondió Israel Rojas del dúo Buena fe a Yotuel Romero, que se ha sumado a la cacería de brujas contra ellos?

📺 Te lo contamos en esta nueva edición de ⚾ ""El Batazo"" 👇

https://t.co/uKCjHWR4K1

@ReneCuban5 
@EjtoOccidental
@AbelPrieto11 https://t.co/KwLRlyZYLH",-2,22,27,cubainformacion,32039,26091,,,,,,,,,0
1983,Wed May 31 03:49:05 +0000 2023,Puedo dormir en todo momento... Pero lo que necesito es descansar,-2,0,1,Israel_20_,106,104,,,,,,,,,0
1984,Sat May 06 22:48:05 +0000 2023,Is this sionismo? Yo diría que si. 🇮🇱 https://t.co/veUaSqQItz,0,0,4,TajerAndres,2163,65563,,,,,,,,,0
1985,Sun May 14 01:09:55 +0000 2023,@GuilleRengifo @eurovisionario Yo no soy judío y Voté por Israel 🇮🇱 porque era la mejor,-1,0,4,joseqasturias,3,713,,,,,,,,,0
1986,Wed May 24 11:55:26 +0000 2023,@ALFREDOSAADEV Fariseo usted es empresario vende fe y cobra en diezmos.,0,0,0,ojopelaobebe,112,4401,,,,,,,,,0
1987,Thu Jun 01 21:09:27 +0000 2023,@cartagenalara @Fa__Israel @GabrielBoric Jajajjajajaj CSM jajajjaja,-2,0,1,AlvaroCG1982,4,163,,,,,,,,,0
1988,Thu Jun 09 09:17:08 +0000 2022,"Ayer me llamaron liberal de Soros.
No os riáis, que vengo a contar penurias.
Hoy se rompe el termo y tengo la cocina inundada.
Mañana vete a saber... ???????",-2,5,14,Vocables_c,3119,93964,,,,,,,,,0
1989,Sat May 20 21:52:13 +0000 2023,"@rocamadur @Israel_BuenaFe En usa hay mas de 700 y muchos que deben firmar y no veo apoyo , como cuando lo apoyaron para violar las leyes de usa , y nadie pide su libertad y van a recivir algunos 50 años",-2,0,0,Rolando696060,2,22,,,,,,,,,0
1990,Mon Jun 13 03:09:18 +0000 2022,RODOLFO ES LITERALMENTE HITLER. #RodolfoMentiroso #RodolfoMentiroso #RodolfoMentiroso #RodolfoMentiroso #RodolfoMentiroso #RodolfoMentiroso #RodolfoMentiroso #RodolfoMentiroso #RodolfoMentiroso #RodolfoMentiroso #RodolfoMentiroso #RodolfoMentiroso #RodolfoMentiroso,-2,1,4,CespedesGinna_,233,480,,,,,,,,,0
1991,Mon May 08 20:14:41 +0000 2023,@israel_b666 cremabas más cuando eras mola,-2,0,45,fernandofr4ncia,339,19466,,,,,,,,,0
1992,Wed Apr 26 00:42:44 +0000 2023,"@VictorMGuerra4 @lopezobrador_ @Pemex ¿Que vas a declarar cuando estalle el genocidio que ha cometido @lopezobrador_ en la @IntlCrimCourt ? ¿Que no sabías que dejó morir calcinados a 40 migrantes? ¿Que nunca oiste que murieron 3,000 niños con cáncer sin quimioterapias? ¿Que fuiste engañado como aleman con Hitler?",-2,1,4,DTanates,4734,22902,,,,,,,,,0
1993,Thu Jun 09 17:45:16 +0000 2022,¿Se dirige Israel hacia una inevitable guerra civil? https://t.co/diX2tb3Xhp via @publico_es,-2,0,0,anamariapalos,489,65353,,,,,,,,,0
1994,Sat Jun 25 16:59:49 +0000 2022,"@esCesarVidal Soros está desatado y envenenado, su plan globalista ya no va tan sobre ruedas, lo de Ucrania parece que le está saliendo rana y la gente espabila más y más cada día.Da la impresión de huir hacía delante, señal inequívoca de tortazo.Déjelo a ver si hay suerte y le da un aciburrio",1,0,2,tabernero7,1998,144829,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1995,Sun Jun 26 08:28:44 +0000 2022,"Un positivo en vísperas de San Juan causa mi confinamiento en una habitación del hogar.
Eva Schloss narra el antes, durante y después del holocausto nazi y, aunque no deba sorprenderme, #FollaConÉl de @JulianSiniestro cuenta más crímenes contra la humanidad que Eva. He dicho. https://t.co/RR6gyu73Mv",-1,0,2,ELMESTRELLIURE,98,36,,,,,,,,,0
1996,Tue Jun 07 13:25:20 +0000 2022,"Dato, hablando de Rodolfo y su ídolo Adolf Hitler, tercera fuerza es un movimiento neonazi el cual Álvaro Uribe mostró su apoyo diciendo que son valerosos",0,0,0,Frailejoncolom1,88,1334,,,,,,,,,0
1997,Wed May 03 11:12:06 +0000 2023,"¿O quizá a Noa Kirel (Israel) 🇮🇱, Remo Forrer (Suiza) 🇨🇭 o Teya &amp; Salena (Austria) 🇦🇹?

👉🏼 1ª semifinal: 09/05
👉🏼 2ª semifinal: 11/05
👉🏼 Gran final: 13/05

¡No te lo pierdas! 

📸 Sarah Louise Bennett &amp; Corine Cumming | EBU

#Eurovision https://t.co/PuTO1NnDFZ",-2,0,0,WarnerMusicES,65990,10521,,,,,,,,,0
1998,Tue May 31 15:04:08 +0000 2022,"@Avv57712586 @tildado2021 @Cloquis Hitler mató a mas de 20 millones de personas, y empeso la segunda guerra mundial, Einstein es el padre de la realtividad y ganador del nobel. Igualiticos jajajajajaj.",-2,0,0,islei2000,402,61203,,,,,,,,,0
1999,Thu May 26 22:56:48 +0000 2022,"@Mary_AprueboCC @jorgeitore @saulbastias @pelaorodrigorc @Andres__Emilio Estas muy equivocado
1ro, como sabes que rechazaba la CC desde antes que se instalara?? De donde sacaste eso??
Y lo otro, de fascista no tengo nada, de hecho tanto Mussolini como Hitler persiguieron a economistas y políticos liberales. Y soy libertario, muy lejos del fascismo",-2,0,0,robertop2022,4446,23270,,,,,,,,,0
2000,Wed May 31 02:38:56 +0000 2023,@WernerSch88 💡LA VERDADERA CARA DE AUSCHWITZ... https://t.co/PMcooom0jw,0,0,2,daniel153177,706,23807,,,,,,,,,0
2001,Thu Jun 09 14:46:05 +0000 2022,"Les comparta una entrevista que me realizara el pasado martes 7 de junio el Panorama Internacional del canal colombiano de noticias Cablenoticiasa sobre el Informe de la Comisión de Investigación para los Territorios Palestinos Ocupados de la ONU.

Saludo https://t.co/Q8ipKYKhji",-2,4,11,Rufail,1547,1283,,,,,,,,,0
2002,Fri Apr 21 22:57:36 +0000 2023,☑️ Las aventuras amorosas de Hitler: ¿Cómo fue salir con el dictador alemán? https://t.co/OL03f2bq1B,-2,0,0,TuiterPro,152815,3567,,,,,,,,,0
2003,Sun Apr 23 20:03:21 +0000 2023,@medinalorca Antes de las elecciones fue convocado a EE.UU junto con el merluzo . Soros se la mando a guardar a Kast y llego calladito. Y le dieron el poder al nefasto del Boric para q la ONU haga la wea q se le antoje con el pais. Pa tu ksa cobarde.,1,0,2,Ozma696,30,893,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
2004,Fri Jun 03 20:03:39 +0000 2022,"@AFPespanol No mientan AFP, Rodolfo Hernández es admirador de Adolf Hitler, claro que tiene ideología y es la fascista nazista y capitalista brutal, no por lo que la gente dice, este mismo tipo lo vocifera. No lo bañen con sus falacias, con lo que ustedes llaman, noticias.",-2,0,0,CiudadanoComunx,79,680,,,,,,,,,0
2005,Mon May 22 22:38:34 +0000 2023,"Aveces siento que mí tía y Adolfo Hitler se llevarían tan bien, estarían una tardecita tomando te, creyendo que ellos tienen la razón, viendo cómo los demás se matan unos a otros.",-1,0,0,_scielo_,38,5227,,,,,,,,,0
2006,Tue May 09 16:03:55 +0000 2023,@encarnnabis entonces puedo subir un tiktok haciendo chistes sobre el holocausto cosplayeado de hitler?,0,0,1,josepuntoant,2291,44772,,,,,,,,,0
2007,Wed May 03 09:12:55 +0000 2023,"1. No es Latinoamérica sino Hispanoamericana.
2. Por supuesto que Soros tiene una agenda, como la tiene usted. Dejen de hacerse los ingenuos. https://t.co/2UykjMgrp4",1,0,0,jmgoig,2735,179,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
2008,Thu Jun 16 19:26:42 +0000 2022,@alebur1x @petrogustavo Hitler amaba los perros .. !!,-2,0,0,alxalmeida9,73,2116,,,,,,,,,0
2009,Tue Apr 25 13:44:28 +0000 2023,@Maurici39767860 @KTyPerez09 @Isabella_salce @UniJaveriana @AgustinLaje Es como si tuviéramos que señalarle a la misma persona muchas veces por qué no debe ser racista o por qué el holocausto estuvo mal o que la tierra es redonda .-.,-2,0,1,LunaresPaula,268,35822,,,,,,,,,0
2010,Sat May 20 21:28:38 +0000 2023,@FranciaMarquezM @OpenSociety El lavadero de soros para mantener vagos marxistas,0,0,0,caficol,61,7040,,,,,,,,,0
2011,Thu May 04 01:00:02 +0000 2023,"Síguenos en tu red social preferida como #MilitarPlus

https://t.co/buLUrRwduz

#Facebook #Twitter #Meta #TikTok #Instagram #YouTube #Noticias #Novedades #Ejército #URSS #OTAN #ONU #CPI #NEWS #ÚltimaHora #EEUU #Alemania #Rusia #Francia #ReinoUnido #España #Israel #Conflicto",-2,0,0,MilitarPlus,113,52,,,,,,,,,0
2012,Sat May 20 17:13:19 +0000 2023,"@Gustavo90692032 @Doctorluisdiego @JulianRooUS ...y Hitler era pro-Vida con las alemanas, pero pro-Choice con las polacas, porque tenía una aproximación veterinaria al asunto. Así que no todo es con la visión de Palermo progre de 2023.",-2,0,0,M_Drozdovsky,892,117841,,,,,,,,,0
2013,Fri May 26 00:27:28 +0000 2023,#Clip ¿Soros en Colombia? Esto reveló #IsabelCuervo desde mayo de 2021 #Entérate... https://t.co/1A6bVk6ucJ via @YouTube,0,23,33,isabelcuervo,10800,9125,,,,,,,,,0
2014,Thu Apr 27 13:19:25 +0000 2023,@huyadii O sea nací ahí pero no tengo derechos. Esa integración es la envidia de Israel.,0,0,0,joaquin_c_6,239,3769,,,,,,,,,0
